(8, -1, -1, -1, 11, -1, -1, -1, -1, -1, 10, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);1
(-1, -1, -1, -1, -1, 8, -1, -1, -1, -1, 10, 11, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0);1
(-1, -1, 10, -1, -1, -1, -1, -1, 8, -1, -1, 11, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0);1
(-1, -1, -1, 11, -1, -1, -1, 10, 8, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, -1);1
(-1, -1, -1, -1, -1, -1, -1, -1, 11, -1, 10, 8, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, -1, 8, 10, 11, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, 8, 10, -1, 11, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, 0);1
(-1, -1, -1, -1, -1, -1, -1, -1, 8, -1, 11, 10, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0);1
(11, -1, -1, -1, 8, -1, -1, -1, -1, -1, 10, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);1
(-1, 8, -1, -1, -1, -1, -1, -1, -1, -1, 10, 11, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0);1
(-1, -1, -1, -1, -1, -1, 10, -1, 8, -1, -1, 11, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, -1, 0);1
(-1, -1, -1, 10, -1, -1, -1, 11, 8, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, -1);1
(-1, 8, -1, -1, 11, -1, -1, -1, -1, -1, 10, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1);2
(8, -1, -1, -1, -1, -1, -1, 11, -1, -1, 10, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1);2
(8, -1, 10, -1, 11, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1);2
(8, -1, -1, -1, 11, -1, -1, 10, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, -1, 1, -1, -1, -1, -1);2
(-1, -1, 8, -1, 11, -1, -1, -1, -1, -1, 10, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1, 0, -1);2
(8, -1, -1, -1, -1, -1, 11, -1, -1, -1, 10, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1);2
(8, -1, -1, -1, 11, -1, -1, -1, -1, 10, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1);2
(8, -1, -1, -1, 11, -1, -1, -1, -1, -1, -1, 10, 0, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0);2
(-1, -1, -1, 8, 11, -1, -1, -1, -1, -1, 10, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, -1);2
(-1, -1, -1, -1, -1, -1, -1, -1, 8, -1, 10, 11, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0);0
(8, -1, -1, -1, -1, 11, -1, -1, -1, -1, 10, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1);2
(8, -1, -1, -1, 11, -1, 10, -1, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 0, -1, -1, -1, -1, -1);2
(8, -1, -1, 10, 11, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 1, 0, -1, -1, -1, -1, -1, -1, -1);2
(-1, -1, -1, -1, 11, 8, -1, -1, -1, -1, 10, -1, -1, -1, -1, -1, 0, 1, -1, -1, -1, -1, 0, -1);2
(-1, -1, -1, -1, 8, -1, -1, -1, -1, -1, 10, 11, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, 0, 0);2
(-1, -1, 10, -1, -1, 8, -1, -1, -1, -1, -1, 11, -1, -1, 0, -1, -1, 1, -1, -1, -1, -1, -1, 0);2
(-1, -1, -1, 11, -1, 8, -1, 10, -1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, -1);2
(-1, -1, -1, -1, -1, 8, -1, -1, 11, -1, 10, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, -1, 0, -1);2
(-1, -1, -1, -1, -1, -1, -1, 8, -1, -1, 10, 11, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 0, 0);2
(-1, -1, -1, -1, -1, 8, -1, -1, -1, 10, -1, 11, -1, -1, -1, -1, -1, 1, -1, -1, -1, 0, -1, 0);2
(-1, -1, -1, -1, -1, 8, -1, -1, -1, -1, 11, 10, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, 0);2
(11, -1, -1, -1, -1, 8, -1, -1, -1, -1, 10, -1, 0, -1, -1, -1, -1, 1, -1, -1, -1, -1, 0, -1);2
